Text about trial;mCRPC?
NCT03016312A Study of Atezolizumab (Anti-PD-L1 Antibody) in Combination With Enzalutamide in Participants With Metastatic Castration-Resistant Prostrate Cancer (mCRPC) After Failure of an Androgen Synthesis Inhibitor And Failure of, Ineligibility For, or Refusal of a Taxane RegimenThis Phase III, multicenter, randomized, open-label study will evaluate the safety and efficacy of atezolizumab (anti-programmed death-ligand 1 \[anti-PD-L1\] antibody) in combination with enzalutamide compared with enzalutamide alone in participants with mCRPC after failure of an androgen synthesis inhibitor (e.g., abiraterone) and failure of, ineligibility for, or refusal of a taxane regimen. Participants will be randomized to one of the two treatment arms (atezolizumab in combination with enzalutamide, and enzalutamide alone) in a 1:1 ratio (experimental to control arm) in global randomized phase. Participants will receive treatment until investigator-assessed confirmed radiographic disease progression per Prostate Cancer Working Group 3 (PCWG3) criteria or unacceptable toxicity.DRUG: Atezolizumab|DRUG: EnzalutamideOverall Survival (OS), Overall Survival is defined as the time from randomization to death from any cause., Baseline until death from any cause (up to approximately 42 months)Prostatic Neoplasms, Castration-Resistant;TRUE
"NCT03072238Ipatasertib Plus Abiraterone Plus Prednisone/Prednisolone, Relative to Placebo Plus Abiraterone Plus Prednisone/Prednisolone in Adult Male Patients With Metastatic Castrate-Resistant Prostate CancerThe purpose of this study is to evaluate the efficacy, safety, and pharmacokinetics of ipatasertib plus abiraterone and prednisone/prednisolone compared with placebo plus abiraterone and prednisone/prednisolone in participants with metastatic castrate-resistant prostate cancer (mCRPC).DRUG: Ipatasertib|DRUG: Abiraterone|DRUG: Placebo|DRUG: Prednisone/PrednisoloneInvestigator-Assessed Radiographic Progression-Free Survival (rPFS) Per PCWG3 Criteria (PTEN Loss Population), Radiographic progression-free survival is defined as time from date of randomization to the first occurrence of documented disease progression, as assessed by the investigator with use of the Prostate Cancer Working Group 3 (PCWG3) criteria or death from any cause, whichever occurs first. Disease progression for soft tissue is defined as at least a 20% increase in the sum of diameters of target lesions, taking as reference the smallest sum on study, including baseline, and an absolute increase of at least 5 mm in the sum of diameters of target lesions; progression of non target lesions; the appearance of one or more new lesions. Disease progression for bone lesions is defined as 2 or more new lesions compared to baseline followed by a confirmatory bone scan at least 6 weeks later. rPFS will be analyzed in participants with phosphatase and tensin homolog (PTEN) - loss tumors (using the Ventana PTEN immunohistochemistry (IHC) assay)., Up to approximately 31 months|Investigator-Assessed Radiographic Progression-Free Survival (rPFS) Per PCWG3 Criteria (Intent-To-Treat (ITT) Population), Radiographic progression-free survival is defined as time from date of randomization to the first occurrence of documented disease progression, as assessed by the investigator with use of the Prostate Cancer Working Group 3 (PCWG3) criteria or death from any cause, whichever occurs first. Disease progression for soft tissue is defined as at least a 20% increase in the sum of diameters of target lesions, taking as reference the smallest sum on study, including baseline, and an absolute increase of at least 5 mm in the sum of diameters of target lesions; progression of non target lesions; the appearance of one or more new lesions. Disease progression for bone lesions is defined as 2 or more new lesions compared to baseline followed by a confirmatory bone scan at least 6 weeks later. rPFS will be analyzed in the Intent-to-Treat (ITT) population., Up to approximately 31 monthsMetastatic Prostate Cancer";TRUE
NCT03081884Validation of FACBC for Detection of Metastasis Among High-risk Prostate Cancer Patients With Presumed Localized DiseaseThis study is for patients who have a high risk of metastatic prostate cancer (cancer that has spread outside of the prostate) who are going to have radical prostatectomy. The Anti-1-amino-3-\[18F\]fluorocyclobutyl-1-carboxylic acid (FACBC or Fluciclovine) positron emission tomography (PET) scan is a new imaging approach that has promising results in showing progression of cancer. The goal of this study is to determine if FACBC PET imaging will detect metastatic disease in patients with high risk prostate cancer who have negative conventional cross-sectional imaging such as computed tomography (CT) and/or magnetic resonance imaging (MRI), as well as bone scan and/or sodium fluoride PET. FACBC PET imaging may help detect metastatic prostate cancer in patients with newly diagnosed high risk primary prostate cancer and potentially improve staging of the cancer. Additionally, the researchers will compare the FACBC uptake in the prostate with uptake of FACBC detected in metastasis. They will also analyze and compare the prostate tissue, serum and urine parameters that are linked to higher rates of FACBC positivity.DRUG: FACBC PET-CT ImagingCancer Detection Performance of FACBC PET/CT, The performance of FACBC PET/CT for diagnosing metastatic cancer was determined by confirming the FACBC PET/CT findings to the histological analysis of the lymph nodes., Day 1Cancer;FALSE
NCT0311361768Ga-RM2 PET/CT in Detecting Regional Nodal and Distant Metastases in Patients With Intermediate or High-Risk Prostate CancerThis phase II trial studies how well gallium Ga 68-labeled gastrin-releasing peptide receptor (GRPR) antagonist BAY86-7548 (68Ga-RM2) positron emission tomography (PET)/computed tomography (CT) works in detecting regional nodal and distant metastases in patients with intermediate or high-risk prostate cancer. 68Ga-RM2 PET/CT scan may be able to see smaller tumors than the standard of care CT or magnetic resonance imaging scan.PROCEDURE: Computed Tomography|DRUG: Gallium Ga 68-labeled GRPR Antagonist BAY86-7548|OTHER: Laboratory Biomarker Analysis|PROCEDURE: Positron Emission TomographySensitivity, Specificity, Positive, and Negative Predictive Value of 68Ga-RM2 PET for the Detection of Regional Nodal Metastases Compared to Pathology at Radical Prostatectomy, True positive patient is defined as PET positive for regional nodes, pathology at prostatectomy positive for regional nodes or PET positive for regional nodes, pathology negative for regional nodes, imaging after prostatectomy demonstrates node was not removed at surgery, and follow-up biopsy or imaging demonstrates presence of nodal disease. True negative patient is defined as PET negative for regional nodes, pathology at prostatectomy negative for regional nodes. False positive patient is defined as PET positive for regional nodes, pathology at prostatectomy is negative, and imaging after prostatectomy, week 1 study visit following radiopharmaceutical administration, up to 2 hours to assessStage II Prostate Adenocarcinoma|Stage III Prostate Adenocarcinoma|Stage IV Prostate Adenocarcinoma;FALSE
NCT03246347A Trial of Androgen Deprivation, Docetaxel, and Enzalutamide for Metastatic Prostate CancerThis is a study with the combination of androgen deprivation therapy (ADT) and docetaxel with the addition of enzalutamide in the treatment of subjects with metastatic prostate cancer. The purpose of this study is to assess if ADT + docetaxel + enzalutamide is well tolerated and demonstrates improved efficacy compared to ADT + docetaxel.DRUG: ADT+Docetaxel+Enzalutamide52-week PSA Complete Response (CR) Rate, The 52-week PSA CR rate was defined as the proportion of participants achieving PSA complete response (CR) at 52-weeks (+/- 1 week) from date of enrollment (i.e., initiation of both enzalutamide and docetaxel) of all evaluable participants. PSA CR was defined as PSA level less than 0.2 ng/ml for two consecutive measurements at least three weeks apart (date of initial PSA level 0.2 ng/ml was acknowledged as date of response). In subjects with missed PSA assessments at 52 (+/- 1) weeks, (a) if a confirmed CR was achieved and at least one PSA assessment occurred beyond the 52-week window showed serologic complete response (providing the subject did not earlier experience confirmed progressive disease), the subject achieved 52-week PSA Complete Response and (b) if confirmed CR was achieved before the 52-week window and the first assessment after the 52-week window was not a CR, the subject did not achieve a 52-week PSA Complete Response., 52 weeksProstate Cancer|Prostate Adenocarcinoma;FALSE
NCT03274687Hypofractionated Radiation Therapy or Conventional Radiation Therapy After Surgery in Treating Patients With Prostate CancerThis randomized phase III trial studies how well hypofractionated radiation therapy works compared to conventional radiation therapy after surgery in treating patients with prostate cancer. Hypofractionated radiation therapy delivers higher doses of radiation therapy over a shorter period of time and may kill more tumor cells and have fewer side effects. Conventional radiation therapy uses high energy x-rays, gamma rays, neutrons, protons, or other sources to kill tumor cells and shrink tumors. It is not yet known whether giving hypofractionated radiation therapy or conventional radiation therapy after surgery may work better in treating patients with prostate cancer.RADIATION: Hypofractionated radiation therapy|RADIATION: Conventional radiation therapy|DRUG: Optional androgen deprivation therapyChange in Urinary Domain of the Expanded Prostate Cancer Index (EPIC) at Two Years, The EPIC is a prostate cancer health-related quality of life (HRQOL) self-administered instrument measuring patient-reported urinary, bowel, sexual, and hormonal symptoms related to prostate cancer treatments. Response options for each item form a Likert scale with scores transformed linearly to a 0-100 scale. Domain scores are also on a 0-100 scale with higher scores representing better HRQOL. The urinary domain contains 12 items. Change from baseline is calculated by subtracting baseline from later score, with a positive change score indicating increased HRQOL., Baseline (randomization), 2 years|Change in Bowel Domain of the Expanded Prostate Cancer Index (EPIC) at Two Years, The EPIC is a prostate cancer health-related quality of life (HRQOL) self-administered instrument measuring patient-reported urinary, bowel, sexual, and hormonal symptoms related to prostate cancer treatments. Response options for each item form a Likert scale with scores transformed linearly to a 0-100 scale. Domain scores are also on a 0-100 scale with higher scores representing better HRQOL. The bowel domain contains 14 items. Change from baseline is calculated by subtracting baseline from later score, with a positive change score indicating increased HRQOL., Baseline, 2 yearsProstate Adenocarcinoma|Stage I Prostate Adenocarcinoma|Stage II Prostate Adenocarcinoma|Stage III Prostate Adenocarcinoma;FALSE
NCT03279250Apalutamide and Gonadotropin-Releasing Hormone Analog With or Without Abiraterone Acetate in Treating Participants With Prostate CancerThis phase II trial studies how well apalutamide and gonadotropin-releasing hormone analog with or without abiraterone acetate work in treating participants with prostate cancer prior to surgery. Apalutamide and abiraterone acetate may stop the growth of cancer cells either by killing the cells or by blocking some of the enzymes needed for cell growth. Hormone therapy, using gonadotropin-releasing hormone analog, may fight prostate cancer by lowering the amount of testosterone the body makes. Giving apalutamide, gonadotropin-releasing hormone analog, and abiraterone acetate may work better in treating participants with prostate cancer.DRUG: Abiraterone Acetate|DRUG: Apalutamide|BIOLOGICAL: Gonadotropin-releasing Hormone Analog|DRUG: Prednisone|PROCEDURE: Radical ProstatectomyThe Number of Participants With Rate of Pathologic Stage =< pT2N0 at Prostatectomy, The study will provide a point estimate and 95% confidence interval of the proportion of patients with pathologic stage =\< pT2N0 at prostatectomy for each arm. Patient characteristics will be summarized using descriptive statistics for each arm., At the time of radical prostatectomyProstate Adenocarcinoma|Stage IIB Prostate Cancer AJCC v8|Stage IIC Prostate Cancer AJCC v8|Stage IIIA Prostate Cancer AJCC v8|Stage IIIC Prostate Cancer AJCC v8;FALSE
NCT03304418Radium-223 and Radiotherapy in Hormone-Naive Men With Oligometastatic Prostate Cancer to BoneThis is a phase IIa, open label, single arm, and prospective study of hormone therapy-naive men with oligometastatic prostate cancer to the bone. The study will test if treating the primary tumor sites and 5 or fewer sites of bone-only metastasis with external beam radiation with concomitant systemic Radium-223 will reduce the utilization of androgen deprivation therapy, improve QOL and improve OS over a the comparator cohort of SWOG intermittent ADT historic cohort.DRUG: Radium Ra 223 Dichloride|RADIATION: RadiationCount of Participants Requiring Androgen Deprivation Therapy (ADT) Use at 15 Months, To determine if 20% of ADT naive men treated with concurrent EBRT and Radium-223 will not require ADT for progression by 15 months., 15 monthsProstate Cancer Metastatic to Bone;FALSE
"NCT03315754Study of the Efficacy, Safety and Quality of Life After TOOKAD® Soluble (VTP) for Intermediate Risk Prostate Cancer.Single center, single-arm, open-label, 60-month follow-up phase IIb clinical trial. Men with localized prostate cancer will receive TOOKAD® Soluble VTP under general anesthesia.

To evaluate the absence of biopsy detectable Gleason grade 4 or 5 prostate cancer tumors anywhere in the prostate gland on 12-month, post-treatment biopsy following TOOKAD® Soluble-VTP in men with prostate cancer Gleason score 7(3+4).DRUG: TOOKAD Soluble 4 mg/kgNumber of Participants With Negative Biopsy for Gleason Grade 4 or 5 Prostate Cancer on 12-month Post-treatment, Binary response to treatment defined as absence of Gleason grade 4 or 5 on biopsy on 12-month post-treatment following TOOKAD® Soluble VTP in men with Gleason score 7 (3+4) prostate cancer, 12 monthsLocalized Prostate Cancer";FALSE
NCT03353740Gallium-68 PSMA-11 Positron Emission Tomography (PET) Imaging in Patients With Biochemical RecurrenceThe investigators are imaging patients with prostate cancer using a new PET imaging agent (Ga-68-PSMA-11) in order to evaluate its ability to detection prostate cancer in patients with biochemical recurrence after prostatectomy and radiation therapy.DRUG: Ga-68 labeled PSMA-11 PETTrue Positive Rate for Detection of Tumor Location in Lymph Nodes Confirmed by Histopathology/Biopsy, Clinical and Conventional Imaging Follow-up, The true positive rate or detection rate (sensitivity) is defined as the proportion of all participants who have prostate cancer detected in the lymph nodes using Ga68-PSMA-11, where disease location is also confirmed by histopathology/biopsy, clinical and conventional imaging follow-up. Corresponding two-sided 95% confidence intervals will be constructed using the Wilson score method., 1 Day|True Positive Rate for Detection of Tumor Location in Visceral Tissue Confirmed by Histopathology/Biopsy, Clinical and Conventional Imaging Follow-up, The true positive rate or detection rate (sensitivity) is defined as the proportion of all participants who have prostate cancer detected in the visceral tissue using Ga68-PSMA-11, where disease location is also confirmed by histopathology/biopsy, clinical and conventional imaging follow-up. Corresponding two-sided 95% confidence intervals will be constructed using the Wilson score method., 1 Day|True Positive Rate for Detection of Tumor Location in Bone Tissue Confirmed by Histopathology/Biopsy, Clinical and Conventional Imaging Follow-up, The true positive rate or detection rate (sensitivity) is defined as the proportion of all participants who have prostate cancer detected in the bone tissue using Ga68-PSMA-11, where disease location is also confirmed by histopathology/biopsy, clinical and conventional imaging follow-up. Corresponding two-sided 95% confidence intervals will be constructed using the Wilson score method., 1 Day|True Positive Rate for Detection of Tumor Location in Prostate Bed Confirmed by Histopathology/Biopsy, Clinical and Conventional Imaging Follow-up, The true positive rate or detection rate (sensitivity) is defined as the proportion of all participants who have prostate cancer detected in the prostate bed using Ga68-PSMA-11, where disease location is also confirmed by histopathology/biopsy, clinical and conventional imaging follow-up. Corresponding two-sided 95% confidence intervals will be constructed using the Wilson score method., 1 dayProstate Cancer;FALSE
"NCT03373006A Phase II Study to Evaluate Axumin PET/CT for Risk Stratification for Prostate CancerTo investigate the utility of fluciclovine F 18 for evaluation for metastatic disease in men undergoing laser focal therapy of prostate cancer and the impact on inclusion for a focal therapy cohort.DRUG: Axumin PET/CTDetection of Metastases, Number of patients with detection of metastasis

Secondary Outcome Measure Description: Number of patients with local uptake of Axumin, One dayProstate Cancer";FALSE
"NCT03395197Talazoparib + Enzalutamide vs. Enzalutamide Monotherapy in mCRPCThis study compares rPFS in men with mCRPC treated with talazoparib plus enzalutamide vs. enzalutamide after confirmation of the starting dose of talazoparib in combination with enzalutamide.DRUG: Talazoparib with enzalutamide|DRUG: Placebo with enzalutamideNumber of Participants With Treatment-Emergent Adverse Events (TEAEs) Occuring Within the First 66 Days of Dosing - Part 1, An adverse event (AE) was any untoward medical occurrence in a participant who received study intervention without regard to possibility of causal relationship. TEAEs are defined as newly occurring AEs or those worsening after first dose. As per Common Terminology Criteria for Adverse Events (CTCAE) version 4, Grade 1= mild AE; Grade 2= moderate AE; Grade 3= severe AE; Grade 4= life-threatening or disabling AE; Grade 5= death related to an AE. Serious TEAE (SAE) was an AE resulting in any of the following outcomes or deemed significant for any other reason: death; initial or prolonged inpatient hospitalization; life-threatening experience (immediate risk of dying); persistent or significant disability/incapacity; congenital anomaly. SAEs were determined according to the investigator's assessment. Results as of 16 Aug 2022 are reported., Post dose on Day 1 up to Day 66 in Part 1|Number of Participants With All-Causality Clustered Treatment-Emergent Cytopenias by Preferred Term (PT) and Max CTCAE Grade Occuring Within the First 66 Days of Dosing - Part 1, An AE was any untoward medical occurrence in a participant who received study intervention without regard to possibility of causal relationship. TEAEs are defined as newly occurring AEs or those worsening after first dose. As per CTCAE version 4, Grade 1=mild AE; Grade 2=moderate AE; Grade 3=severe AE; Grade 4=life-threatening or disabling AE; Grade 5=death related to an AE. Medical Dictionary for Regulatory Activities (MedDRA) v25.0 coding dictionary applied. PTs for the cluster terms are: ANEMIA, including Anemia, Hematocrit decreased, Hemoglobin decreased, and Red blood cell count decreased; THROMBOCYTOPENIA, including, Thrombocytopenia and Platelet count decreased; NEUTROPENIA, including Febrile neutropenia, Neutropenia and Neutrophil count decreased; LEUKOPENIA, including Leukopenia, White blood cell count decreased. Events in any grade with at least 1 occurrence in participants are reported for this outcome measure. Results as of 16 Aug 2022 are reported., Post dose on Day 1 up to Day 66 in Part 1|Number of Participants With All-Causality TEAEs During the Overall Period of Part 1, An adverse event (AE) was any untoward medical occurrence in a participant who received study intervention without regard to possibility of causal relationship. TEAEs are defined as newly occurring AEs or those worsening after first dose. As per CTCAE version 4, Grade 1= mild AE; Grade 2= moderate AE; Grade 3= severe AE; Grade 4= life-threatening or disabling AE; Grade 5= death related to an AE. Serious TEAE (SAE) was an AE resulting in any of the following outcomes or deemed significant for any other reason: death; initial or prolonged inpatient hospitalization; life-threatening experience (immediate risk of dying); persistent or significant disability/incapacity; congenital anomaly. SAEs were determined according to the investigator's assessment. Results as of 16 Aug 2022 are reported., Post dose on Day 1 up to 28 days after the last dose of study intervention, or before new systemic antineoplastic therapy, whichever occurred first (maximum of 235.14 weeks)|Number of Participants With Treatment-Related TEAEs During the Overall Period of Part 1, An AE was any untoward medical occurrence in a participant who received study intervention without regard to possibility of causal relationship. TEAEs are defined as newly occurring AEs or those worsening after first dose. Treatment-related AE was any untoward medical occurrence attributed to study intervention in a participant who received study intervention. As per CTCAE version 4, Grade 1= mild AE; Grade 2= moderate AE; Grade 3= severe AE; Grade 4= life-threatening or disabling AE; Grade 5= death related to an AE. An SAE was an AE resulting in any of the following outcomes or deemed significant for any other reason: death; initial or prolonged inpatient hospitalization; life-threatening experience (immediate risk of dying); persistent or significant disability/incapacity; congenital anomaly. SAEs were determined according to the investigator's assessment. Results as of 16 Aug 2022 are reported., Post dose on Day 1 up to 28 days after the last dose of study intervention, or before new systemic antineoplastic therapy, whichever occurred first (maximum of 235.14 weeks)|Number of Participants With All-Causality Clustered Treatment-Emergent Cytopenias by PT and Max CTCAE Grade Occuring Anytime After Dosing - Part 1, An AE was any untoward medical occurrence in a participant who received study intervention without regard to possibility of causal relationship. TEAEs are defined as newly occurring AEs or those worsening after first dose. As per CTCAE version 4, Grade 1=mild AE; Grade 2=moderate AE; Grade 3=severe AE; Grade 4=life-threatening or disabling AE; Grade 5=death related to an AE. MedDRA v25.0 coding dictionary applied. PTs for the cluster terms are: ANEMIA, including Anemia, Hematocrit decreased, Hemoglobin decreased, and Red blood cell count decreased; THROMBOCYTOPENIA, including, Thrombocytopenia and Platelet count decreased; NEUTROPENIA, including Febrile neutropenia, Neutropenia and Neutrophil count decreased; LEUKOPENIA, including Leukopenia, White blood cell count decreased. Events in any grade with at least 1 occurrence in participants are reported for this outcome measure. Results as of 16 Aug 2022 are reported., Post dose on Day 1 up to 28 days after the last dose of study intervention, or before new systemic antineoplastic therapy, whichever occurred first (maximum of 235.14 weeks)|Number of Participants With Treatment-Related Clustered Treatment-Emergent Cytopenias by PT and Max CTCAE Grade in >=10% of Participants Occuring Anytime After Dosing - Part 1, An AE was any untoward medical occurrence in a participant who received study intervention without regard to possibility of causal relationship. TEAEs are newly occurring AEs or those worsening after first dose. Treatment-related AE was any AE attributed to study intervention in a participant who received study intervention. As per CTCAE version 4, Grade 1=mild; Grade 2=moderate; Grade 3=severe; Grade 4=life-threatening or disabling; Grade 5=death related to an AE. MedDRA v25.0 coding dictionary applied. PTs for the cluster terms are: ANEMIA, including Anemia, Hematocrit decreased, Hemoglobin decreased, and Red blood cell count decreased; THROMBOCYTOPENIA, including, Thrombocytopenia and Platelet count decreased; NEUTROPENIA, including Febrile neutropenia, Neutropenia and Neutrophil count decreased; LEUKOPENIA, including Leukopenia, White blood cell count decreased. Events in any grade with incidence in \>=10% of participants are reported. Results as of 16 Aug 2022 are reported., Post dose on Day 1 up to 28 days after the last dose of study intervention, or before new systemic antineoplastic therapy, whichever occurred first (maximum of 235.14 weeks)|Blinded Independent Central Review (BICR) Assessed Radiographic Progression-Free Survival (rPFS) Per Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 for All-Comers - Part 2 Cohort 1, rPFS is defined as the time from the date of randomization to first objective evidence of radiographic progression as assessed in soft tissue per RECIST 1.1, or death, whichever occurs first. Soft tissue disease status was assessed at regular intervals during the course of the study by computed tomography (CT) of chest and CT or magnetic resonance imaging (MRI) of abdomen and pelvis. Progression is defined using RECIST 1.1 as a \>=20% increase in the sum of the longest diameter of target lesions, or a measurable increase in a non-target lesion, or the appearance of new lesions. Results as of 16 Aug 2022 are reported for this outcome measure., From the start of treatment to the time of first documented progression, or death (maximum up to 42 months)|BICR Assessed rPFS Per RECIST 1.1 in Patients With DDR Deficiencies - Part 2, rPFS is defined as the time from the date of randomization to first objective evidence of radiographic progression as assessed in soft tissue per RECIST 1.1, or death, whichever occurs first. Soft tissue disease status was assessed at regular intervals during the course of the study by CT of chest and CT or MRI of abdomen and pelvis. Results as of 03 Oct 2022 are reported for this outcome measure., From the start of treatment to the time of first documented progression, or death (maximum up to 38 months)mCRPC";TRUE
"NCT03396874Gallium-68 PSMA-11 PET in Patients With Biochemical RecurrenceThis study evaluates the value of Gallium-68 labeled PSMA (68Ga-PSMA) for PET/CT imaging of prostate cancer recurrence. 68Ga-PSMA is a radioactive molecule, which binds to prostate cancer cells. Together with a PET/CT scanner, the distribution of 68Ga-PSMA can be determined in the body.

To test this new drug, participants will receive an intravenous injection of Ga-68-PSMA and then have a PET/CT scan. The scan results will be made available to study participants and treating physicians.DRUG: 68Ga-PSMAPositive Predictive Value (PPV) of 68Ga PSMA PET/CT for Detecting Prostate Cancer on a Per-patient Basis Confirmed by Histopathology., Evaluation of the positive predictive value (PPV) (true positives / (true positives + false positives)) of 68Ga-PSMA-11 PET for presence of prostate cancer confirmed by histopathology on a per-patient basis. On a per-patient basis, the PPV of conventional imaging ranges between 30-50%. The null hypothesis is that the PPV at 50% will be tested against the alternative hypothesis that the PPV is greater than 50%.

The result of a histopathological examination of a PSMA positive lesion is obtained when available. Such data are collected as a single time point up to 12 months following the scan., Up to 12 months after 68Ga-PSMA scanProstate Cancer|Prostate Adenocarcinoma|Prostate Cancer Metastatic|Prostate Cancer Recurrent";FALSE
NCT03406858Pembro and HER2Bi-Armed Activated T Cells in Treating Patients With Metastatic Castration Resistant Prostate CancerThis phase II trial studies how well pembrolizumab and HER2Bi-armed activated T cells work in treating patients with castration resistant prostate cancer that has spread to other places in the body. Monoclonal antibodies, such as pembrolizumab, may interfere with the ability of tumor cells to grow and spread. HER2Bi-armed activated T cells are made using T cells and may target and kill cancer cells. Giving pembrolizumab and HER2Bi-armed activated T cells may work better in treating patients with castration resistant prostate cancer.BIOLOGICAL: HER2Bi-Armed Activated T Cells|OTHER: Laboratory Biomarker Analysis|BIOLOGICAL: PembrolizumabProgression-free Survival, Percentage of patients achieving clinical progression-free interval at 6 months from study registration, Up to 6 monthsCastration Levels of Testosterone|Castration-Resistant Prostate Carcinoma|Prostate Carcinoma Metastatic in the Bone|PSA Progression|Stage IV Prostate Adenocarcinoma AJCC v7;TRUE
"NCT03511664Study of 177Lu-PSMA-617 In Metastatic Castrate-Resistant Prostate CancerThe primary objective of this study was to compare the two alternate primary endpoints of radiographic progression-free survival (rPFS) and overall survival (OS) in patients with progressive prostate-specific membrane antigen (PSMA)-positive metastatic castration-resistant prostate cancer (mCRPC) who received 177Lu-PSMA-617 in addition to best supportive/best standard of care (BSC/BSoC) versus patients treated with best supportive/best standard of care alone.DRUG: 177Lu-PSMA-617|OTHER: Best supportive/best standard of careRadiographic Progression-free Survival (rPFS), Radiographic progression-free survival (rPFS) was defined as the time (in months) from the date of randomization to the date of radiographic disease progression based on the central review assessment per the Prostate Cancer Clinical Trials Working Group 3 (PCWG3) criteria or death due to any cause. Patients who were alive without radiographic progression at the analysis data cut-off were censored for rPFS at the time of their last evaluable radiographic assessment. Date of censoring for rPFS: 1) The censoring date was the date when the last evaluable radiographic assessment (CT/MRI/bone scan) determined a lack of progression; 2) If there were no evaluable assessments, censoring occurred at the date of randomization; 3) Patients who had 2 or more consecutive missed tumor assessments immediately prior to PD or death were censored at the date of the last evaluable tumor assessment prior to those missing tumor assessments., From date of randomization until date of radiographic progression or date of death from any cause, whichever comes first, assessed up to 43 months (Final OS analysis cut-off date = 27-Jan-2021)|Overall Survival (OS), Overall Survival (OS) was defined as the time (in months) from the date of randomization to the date of death due to any cause. If the patient was not known to have died, then OS was censored. The censoring date was date of the last study visit, or contact, until the cut-off date. The cut-off date was not used for last contact date, unless the patient was seen or contacted on that date., From date of randomization until date of death from any cause, assessed up to 43 months (Final OS analysis cut-off date = 27-Jan-2021)Prostate Cancer";TRUE
NCT03600350pTVG-HP and Nivolumab in Patients With Non-Metastatic PSA-Recurrent Prostate CancerThe purpose of this study is to evaluate the safety of an investigational DNA vaccine, pTVG-HP, a plasmid DNA encoding human prostatic acid phosphatase (PAP), in combination with nivolumab, and the efficacy of this combination in decreasing serum Prostate-Specific Antigen (PSA) in patients with non-metastatic, non-castrate prostate cancer (clinical stage D0/M0).BIOLOGICAL: pTVG-HP|DRUG: Nivolumab|DRUG: GM-CSFNumber of Participants Who Experienced Adverse Events Grade 3 or Higher, Subjects will be evaluated at each visit by a review of systems based on the most recent version of the NCI common toxicity criteria. Safety and Tolerability of this intervention is defined as following: a toxicity rate p0 of at most 15% of Grade ≥ 3 toxicity events (CTCAE v.4.0) will be considered as acceptable while a toxicity rate p1=35% or more will be considered as unacceptably high. See Adverse Events Section for full summary of data., up to 48 weeks|Prostate-Specific Antigen (PSA) Complete Response (CR) Rate, A PSA CR will be defined as the percentage of participants with a serum PSA \<0.2 ng/mL and confirmatory PSA \<0.2 ng/mL at least 4 weeks later, as per Prostate Cancer Working Group 2 (PCWG2) recommendations. To qualify as a PSA CR, there must be no evidence of radiographic progression., up to 48 weeksProstate Cancer;FALSE
"NCT03732820Study on Olaparib Plus Abiraterone as First-line Therapy in Men With Metastatic Castration-resistant Prostate CancerThe purpose of this study is to evaluate the efficacy and safety (including evaluating side effects) of combination of olaparib and abiraterone versus placebo and abiraterone in patients with metastatic castration-resistant prostate cancer (mCRPC) who have received no prior cytotoxic chemotherapy or new hormonal agents (NHAs) at metastatic castration-resistant prostate cancer (mCRPC) stage.DRUG: olaparib|DRUG: abiraterone acetateNumber of Participants With Radiological Progression Free Survival (rPFS) Event by Investigator Assessment, An rPFS event is defined as progression determined by Response Evaluation Criteria in Solid Tumours version 1.1 \[RECIST 1.1\] and/or Prostate Cancer Working Group 3 \[PCWG-3\] or death (by any cause in the absence of progression), regardless of whether the patient withdraws from randomised therapy or receives another anticancer therapy prior to progression.

Per RECIST v1.1, progression is defined as the sum of TLs has a 20% and absolute ≥ 5mm increase from nadir, and/or unequivocal progression in any non target lesions, and/or any new lesion identified.

Per PCWG3, progression on a bone scan is defined as 2 or more new lesions observed from the first visit after baseline compared to baseline, or from all other visits compared to first visit after baseline. A confirmatory scan is required., Assessed from date of randomisation to data cut off (DCO1): 30Jul2021 (Approx. 2 years 9 months)Metastatic Castration-resistant Prostate Cancer";TRUE
NCT03739684Study of 18F-DCFPyL PET/CT Imaging in Patients With Suspected Recurrence of Prostate CancerThis study evaluates the diagnostic performance and safety of 18F-DCFPyL (PyL) PET/CT imaging in patients with suspected recurrence of prostate cancer who have negative or equivocal findings on conventional imaging.DRUG: 18F-DCFPyL|DIAGNOSTIC_TEST: PET/CT ImagingCorrect Localization Rate (CLR), The Correct Localization Rate (CLR) will be defined as percentage of participants with a one-to-one correspondence between localization of at least one lesion identified on 18F-DCFPyL PET/CT imaging and the composite truth standard. Within 60 days following PyL PET/CT imaging, either biopsy/surgery, conventional imaging, or locoregional radiation therapy of the PyL-suspected lesion(s) will be performed., Within 60 days following 18F-DCFPyL PET/CT imaging.Prostate Cancer|Prostate Adenocarcinoma|Prostate Cancer Recurrent|Prostate Cancer Metastatic;FALSE
